inscription_id,source_corpus,provenance_source_url,site_find_place,region,object_type,support_material,classification,formula_class,inscription_length,line_count,sign_count,word_count,sign_inventory_used,estimated_date_period,find_context,libation_formula_candidate,accounting_candidate,ideogram_presence,numeral_presence,damage_unreadability_level,confidence_provenance_notes
PA 1,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PA%201/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PA,unknown,unclassified,clay_or_object_unknown,unknown,unclassified,9,2,9,9,A AB03 AB08 AB118 AB65 AB81 JU KU PA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PE 1,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PE,crete_east,unclassified,clay_or_object_unknown,unknown,short_mark_or_label,15,5,15,15,A E GRA KA KA[ KU NA PA RE RI SE SI U VIR,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PE 2,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PE,crete_east,unclassified,clay_or_object_unknown,unknown,unclassified,15,6,15,15,A DA ME MI PA PI[ QA RE RI RU TO ZA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 1,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,4,1,4,4,DI NA RA ]DI,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 10,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2010/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,a_series_sequence,3,1,3,3,A354 A355 AB38,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 13,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,ZU ]TE,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 13A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2013a/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,A328,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 13B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2013b/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,A356,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 13C,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2013c/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,AB04 AB79,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 14,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,3,2,3,3,A FIC MI,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 14A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2014a/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,A304 AB57,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 14B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2014b/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,AB08 AB73,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 15,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,3,1,3,3,RE TE ]MA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 15A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2015a/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,3,1,3,3,AB04 AB27 AB80,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 15B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2015b/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,A357 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.5000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 16,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,JA SA[,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 16A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2016a/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,a_series_sequence,7,2,7,7,A320 A358 AB06 AB30 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.4286,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 16B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2016b/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,a_series_sequence,6,2,6,6,A320 AB31 AB57 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.5000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 17A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2017a/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,A359,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 17B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2017b/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,A360,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 18,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,JA[ ]WI,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 18A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2018a/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,3,1,3,3,AB40 AB57 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.3333,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 19,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2019/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,4,2,4,4,AB39 AB61 O PI,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 1A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%201a/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,5,2,5,5,AB06 AB07 AB57 AB60,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 1B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%201b/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,AB06 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.5000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 2,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%202/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,30,8,30,30,A AB07 AB08 AB09 AB21F AB26 AB31 AB38 AB39 AB56 AB60 AB61 AB65 AB67 AB69 DI E JU KI O PA3 PI QIF RA RU SA SE TU,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 24,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2024/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,4,2,4,4,AB02 AB38 E RO,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 25,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,administrative,commodity_accounting,1,1,1,1,VINA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,1,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 26,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2026/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,A314 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.5000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 27,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2027/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,3,2,3,3,AB04 AB08 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.3333,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 28,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,7,3,7,7,A JA JA[ KI PA3[ RI [[GRAFFITO]],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 28A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2028a/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,10,3,10,10,AB08 AB53 AB56 AB57 AB67 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.2000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 3,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,10,5,10,10,A JA MA MI PA RA RU,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 30,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2030/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,13,3,13,13,AB27 AB37 AB45 AB53 AB73 AB80 DE MI RE RI [?] ]MA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0769,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 31,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,172,39,172,172,10A 117A 122A 14B 47A 49A 85B 97A A A3 AFTER AS AU AU[ B BEFORE CAPF CAPM CF DA DA[ DI DU HT IMMEDIATELY J JA JU KU MA MI NA NE NU O OVIS OVISF OVISM PA PA3 PH PU2 QA RE RI RO RU SAME SI SI[ SUS TA TE THE TI TU U? VIN VINA ZA ZB ]RU,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 31A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2031a/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,14,6,14,14,AB01 AB02 AB03 AB07 AB08 AB26 AB55 AB56 AB59 AB80 AB81 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.1429,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 31B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%2031b/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,15,6,15,15,AB01 AB04 AB08 AB24 AB26 AB37 AB51 AB53 AB61 AB69 AB73 AB80 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0667,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 3A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%203a/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,4,2,4,4,AB03 AB60 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.5000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 3B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%203b/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,2,2,2,AB05 AB41,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 6,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%206/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,32,8,32,32,A AB01 AB06 AB08 AB28 AB30 AB31 AB53 AB54 AB56 AB59 AB79 DA I NA NI PA3 RI SA TA WA ZU,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 7,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,17,5,17,17,DA DI JA[ KI[ MA NE[ PA RA RI RU SI ]DA ]DI ]JA ]U,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 7A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%207a/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,15,4,15,15,AB01 AB03 AB07 AB10 AB24 AB26 AB41 AB53 AB57 AB60 AB67 AB80,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 7B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%207b/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,3,2,3,3,AB01 AB59 AB60,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 8,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,5,3,5,5,*418VAS L2 ]*417VAS ]VIR,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 9,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,administrative,commodity_accounting,2,1,2,2,VAS VINA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,1,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH 9A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%209a/index-word.html,PH,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,a_series_sequence,3,1,3,3,A317 A353 AB78,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH WA 32,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%20Wa%2032/index-word.html,PH,crete_central,nodule_or_sealing,clay_or_object_unknown,unknown,unclassified,4,1,4,4,AB58 AB59 AB60 AB67,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH WC 37A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%20Wc%2037a/index-word.html,PH,crete_central,sealed_document_or_roundel,clay_or_object_unknown,unknown,a_series_sequence,3,1,3,3,A314 AB41 AB77,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH WC 38,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%20Wc%2038/index-word.html,PH,crete_central,sealed_document_or_roundel,clay_or_object_unknown,unknown,a_series_sequence,3,1,3,3,A314 AB59 AB80,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH WC 39A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%20Wc%2039a/index-word.html,PH,crete_central,sealed_document_or_roundel,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,AB07 AB57,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH WC 40A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%20Wc%2040a/index-word.html,PH,crete_central,sealed_document_or_roundel,clay_or_object_unknown,unknown,a_series_sequence,3,1,3,3,A320 AB80,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PH WC 45,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PH%20Wc%2045/index-word.html,PH,crete_central,sealed_document_or_roundel,clay_or_object_unknown,unknown,unclassified,3,1,3,3,[?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,1.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PK 1,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PK,crete_central,unclassified,clay_or_object_unknown,unknown,unclassified,44,13,44,44,A DU I JA KA MA MI NA NE NI O QA RA RE SI SU TA TA2 TE TI TU ZA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PK 3,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PK,crete_central,unclassified,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,DA RE,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PS ZA 2,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PS%20Za%202/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,PS,crete_east,inscription_or_vessel,clay_or_object_unknown,ritual_or_display_possible,unclassified,38,8,38,38,? ?? A301 AB06 AB13 AB27 AB28 AB31 AB37 AB44 AB57 AB59 AB60 I JA KE MA ME NA RA RE RO RU SA TA TE TI VINA WI,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,1,0,1,0,0.0263,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
PYR 1,local_merged_sigla_younger_internal,http://sigla.phis.me/document/PYR%201/index-word.html,PYR,mainland_or_external,unclassified,clay_or_object_unknown,unknown,unclassified,5,1,5,5,AB04 AB26 AB37 AB40 AB80,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
SY ZA 4,local_merged_sigla_younger_internal,http://sigla.phis.me/document/SY%20Za%204/index-word.html,SY,crete_east,inscription_or_vessel,clay_or_object_unknown,ritual_or_display_possible,unclassified,13,3,13,13,A301 AB08 AB17 AB28 AB30 AB40 AB48 AB54 AB56 AB57 AB59,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,1,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
THE TABLET 4,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,THE,unknown,unclassified,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,]OVIS,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
THE TABLET 5,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,THE,unknown,unclassified,clay_or_object_unknown,unknown,unclassified,4,1,4,4,DA I[ ME TE,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
THE TABLET 6,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,THE,unknown,unclassified,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,SE ]TELA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
TY 2,local_merged_sigla_younger_internal,http://sigla.phis.me/document/TY%202/index-word.html; https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,TY,mainland_or_external,unclassified,clay_or_object_unknown,unknown,unclassified,78,25,78,78,*309A *309B *309B[ *309C A309A A309A? A309B A309C AB01 AB03 AB26 AB34? AB39 AB50 AB53 AB53? AB54 AB65? AB67 AB77 DA JU KA KI PA PI PU PU[ RI RU VIR WA [?] ]*309B,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.1026,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
TY 3,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,TY,mainland_or_external,unclassified,clay_or_object_unknown,administrative,commodity_accounting,40,17,40,40,A DA DESUNT DU KI KU ME MI MI[ NE OLE OVISF PA PI RI SI TU U WA ZU ]KO ]OLE ]OLIV[,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,1,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
TY 3A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/TY%203a/index-word.html,TY,mainland_or_external,unclassified,clay_or_object_unknown,unknown,short_mark_or_label,16,5,16,16,A321 A361 AB01 AB08 AB17 AB51 AB54 AB69 AB70 AB81 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.1250,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
TY 3B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/TY%203b/index-word.html,TY,mainland_or_external,unclassified,clay_or_object_unknown,unknown,unclassified,8,3,8,8,AB03 AB39 AB41 AB53 AB67 AB73 AB79 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
ZA 1,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,ZA,crete_east,inscription_or_vessel,clay_or_object_unknown,ritual_or_display_possible,short_mark_or_label,9,5,9,9,E FIC GRA I KI MI RE ZA [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,1,0,1,0,0.1111,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
ZA 10,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html,ZA,crete_east,inscription_or_vessel,clay_or_object_unknown,ritual_or_display_possible,unclassified,54,17,54,54,A DA DE DU I JA KA KI KU MA MI NA NE PA PI RA2 RE RO SA SE TA TE U VINB ZA [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,1,0,0,0,0.0185,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
